From	Entry
9606.ENSP00000263672	Q15005
9606.ENSP00000370745	Q92499
9606.ENSP00000359552	Q16513
9606.ENSP00000332103	Q9BRA0
9606.ENSP00000275053	Q6ZRQ5
9606.ENSP00000389870	O60479
9606.ENSP00000384906	P0DJI8
9606.ENSP00000274721	O60609
9606.ENSP00000428209	Q15819
9606.ENSP00000360526	O75362
9606.ENSP00000362179	Q5D1E8
9606.ENSP00000363255	P49796
9606.ENSP00000264710	P61026
9606.ENSP00000351905	P37173
9606.ENSP00000361800	Q96EX3
9606.ENSP00000287936	P04035
9606.ENSP00000296135	Q9NQ48
9606.ENSP00000470560	Q92979
9606.ENSP00000355077	Q8WV22
9606.ENSP00000242719	Q9Y3C5
9606.ENSP00000283249	P18564
9606.ENSP00000361219	Q9UKN8
9606.ENSP00000221859	P36954
9606.ENSP00000327650	Q9H267
9606.ENSP00000293328	P51692
9606.ENSP00000276893	Q96PU4
9606.ENSP00000249344	Q9ULQ0
9606.ENSP00000317992	Q9Y3T9
9606.ENSP00000234347	P24158
9606.ENSP00000223369	O15498
9606.ENSP00000352833	Q9Y2R2
9606.ENSP00000418813	Q9Y6D0
9606.ENSP00000255262	Q9GZQ4
9606.ENSP00000345055	Q9NR82
9606.ENSP00000267202	Q9H9H4
9606.ENSP00000377007	Q96H22
9606.ENSP00000273480	Q9UBF6
9606.ENSP00000247219	Q6SJ96
9606.ENSP00000381984	Q96P16
9606.ENSP00000351497	P31994
9606.ENSP00000340505	Q96LD8
9606.ENSP00000263956	Q9Y5Q9
9606.ENSP00000270458	Q8WXS5
9606.ENSP00000278568	Q13153
9606.ENSP00000337451	P29320
9606.ENSP00000254442	Q9Y4E6
9606.ENSP00000316244	P08908
9606.ENSP00000440273	O14492
9606.ENSP00000333298	P11279
9606.ENSP00000481675	O43609
9606.ENSP00000271234	Q5T0N5
9606.ENSP00000362680	P12931
9606.ENSP00000302194	O95670
9606.ENSP00000346378	O95704
9606.ENSP00000200135	O43264
9606.ENSP00000306245	P01100
9606.ENSP00000479488	P35232
9606.ENSP00000265960	Q9BPZ7
9606.ENSP00000397026	Q13002
9606.ENSP00000378326	P21754
9606.ENSP00000306220	Q8N4V1
9606.ENSP00000472985	P46782
9606.ENSP00000319476	Q9Y6W8
9606.ENSP00000325240	Q14847
9606.ENSP00000258281	O75529
9606.ENSP00000230124	Q92562
9606.ENSP00000466399	K7EIL6
9606.ENSP00000305988	Q13740
9606.ENSP00000315775	Q9H9E3
9606.ENSP00000379330	Q13469
9606.ENSP00000361918	Q9UNP9
9606.ENSP00000351407	P27540
9606.ENSP00000366488	P22612
9606.ENSP00000383949	P55769
9606.ENSP00000393154	Q8NCQ5
9606.ENSP00000402515	Q96Q15
9606.ENSP00000383382	P13224
9606.ENSP00000420306	Q13769
9606.ENSP00000384999	O15460
9606.ENSP00000305682	Q9NYK5
9606.ENSP00000378275	Q9BPZ3
9606.ENSP00000261652	O14836
9606.ENSP00000370803	O43303
9606.ENSP00000263974	Q16514
9606.ENSP00000300289	P30101
9606.ENSP00000401764	Q99966
9606.ENSP00000293777	Q9P086
9606.ENSP00000338814	Q9UL15
9606.ENSP00000371985	Q09470
9606.ENSP00000346879	P43699
9606.ENSP00000356319	Q15058
9606.ENSP00000349041	Q7Z6K4
9606.ENSP00000385616	Q9UH99
9606.ENSP00000306105	Q96ST8
9606.ENSP00000225388	Q7Z417
9606.ENSP00000337060	P15531
9606.ENSP00000337477	Q9NP50
9606.ENSP00000428056	P27986
9606.ENSP00000355261	Q9UPR3
9606.ENSP00000264279	Q9Y2X3
9606.ENSP00000464443	Q8IY31
9606.ENSP00000257818	P25791
9606.ENSP00000343273	Q8IXQ5
9606.ENSP00000331302	Q8IYF1
9606.ENSP00000337353	Q9NUW8
9606.ENSP00000363512	P09917
9606.ENSP00000477455	Q13224
9606.ENSP00000367123	P08195
9606.ENSP00000388337	P60059
9606.ENSP00000384359	P31941
9606.ENSP00000356070	P49137
9606.ENSP00000164227	P20749
9606.ENSP00000332659	P51679
9606.ENSP00000375086	O15444
9606.ENSP00000258341	P11047
9606.ENSP00000263734	Q99814
9606.ENSP00000249071	P15153
9606.ENSP00000262178	P41587
9606.ENSP00000267622	Q15643
9606.ENSP00000259229	Q96NT0
9606.ENSP00000440485	O00233
9606.ENSP00000399862	Q9H9A5
9606.ENSP00000243997	P56381
9606.ENSP00000382783	P56748
9606.ENSP00000445508	O95628
9606.ENSP00000333946	Q9Y2Z9
9606.ENSP00000377218	P14316
9606.ENSP00000331736	P16581
9606.ENSP00000221980	Q9UMF0
9606.ENSP00000290551	P78543
9606.ENSP00000256383	P05198
9606.ENSP00000295025	Q04864
9606.ENSP00000326366	P49768
9606.ENSP00000481056	A0A087WXI2
9606.ENSP00000378323	Q08209
9606.ENSP00000009041	O95772
9606.ENSP00000225726	Q96A33
9606.ENSP00000286201	O75084
9606.ENSP00000351811	Q6P2E9
9606.ENSP00000336702	P63241
9606.ENSP00000252891	Q9Y6R0
9606.ENSP00000363492	P43026
9606.ENSP00000409667	O43426
9606.ENSP00000306844	Q9C0C4
9606.ENSP00000354632	P00846
9606.ENSP00000303315	P17275
9606.ENSP00000349616	Q86V24
9606.ENSP00000261254	P30279
9606.ENSP00000367406	Q6P1X5
9606.ENSP00000439120	Q16621
9606.ENSP00000366828	Q9H1D9
9606.ENSP00000215567	Q9NZ01
9606.ENSP00000364204	Q9BXM7
9606.ENSP00000427514	P49715
9606.ENSP00000242786	P48960
9606.ENSP00000245255	Q96J94
9606.ENSP00000397563	Q6PIY7
9606.ENSP00000282892	Q13503
9606.ENSP00000345702	P23511
9606.ENSP00000276533	Q9BRT9
9606.ENSP00000339063	P68104
9606.ENSP00000289104	O14807
9606.ENSP00000263408	P02748
9606.ENSP00000350844	Q02548
9606.ENSP00000320416	Q86XT2
9606.ENSP00000258648	Q9NPJ6
9606.ENSP00000340823	P13984
9606.ENSP00000418447	P67775
9606.ENSP00000460070	P78347
9606.ENSP00000403465	Q9P2K1
9606.ENSP00000291547	P55347
9606.ENSP00000262187	Q15382
9606.ENSP00000481554	P42263
9606.ENSP00000470142	Q92900
9606.ENSP00000367494	Q8WWL2
9606.ENSP00000334448	P59768
9606.ENSP00000324323	Q8WW35
9606.ENSP00000370473	P17936
9606.ENSP00000451261	Q9Y385
9606.ENSP00000438788	Q14999
9606.ENSP00000259895	Q92759
9606.ENSP00000275525	P08833
9606.ENSP00000220751	O43353
9606.ENSP00000268719	Q8IVV7
9606.ENSP00000480186	P49005
9606.ENSP00000240618	P26718
9606.ENSP00000438204	Q8N4H5
9606.ENSP00000312367	Q9UIB8
9606.ENSP00000383003	P62942
9606.ENSP00000367284	Q8IVP5
9606.ENSP00000263341	P01584
9606.ENSP00000417142	Q16718
9606.ENSP00000260197	Q92673
9606.ENSP00000364320	Q9UKD2
9606.ENSP00000463051	Q9UK05
9606.ENSP00000459943	Q9P2R3
9606.ENSP00000222381	P27169
9606.ENSP00000378145	Q9NWR8
9606.ENSP00000474032	Q8TCX1
9606.ENSP00000348020	Q9UHC1
9606.ENSP00000353475	O95471
9606.ENSP00000384259	Q9Y4P1
9606.ENSP00000387246	Q9Y2U5
9606.ENSP00000285873	Q8TEQ6
9606.ENSP00000480279	Q495M9
9606.ENSP00000396163	Q6UVW9
9606.ENSP00000225983	Q9UQL6
9606.ENSP00000260443	Q9UHA3
9606.ENSP00000440190	Q9H7E2
9606.ENSP00000013807	P07992
9606.ENSP00000365080	B1AL88
9606.ENSP00000341625	P00167
9606.ENSP00000357342	Q9P1Z3
9606.ENSP00000264079	Q9GZU1
9606.ENSP00000308750	Q14781
9606.ENSP00000298492	Q15018
9606.ENSP00000398610	P50995
9606.ENSP00000361705	Q9H147
9606.ENSP00000254657	O15055
9606.ENSP00000435619	Q8N140
9606.ENSP00000287727	O95405
9606.ENSP00000221486	O75792
9606.ENSP00000369081	Q8NBS9
9606.ENSP00000346634	Q9Y2W1
9606.ENSP00000390475	Q9P0U4
9606.ENSP00000264234	O75841
9606.ENSP00000483814	Q12980
9606.ENSP00000429931	O15372
9606.ENSP00000304811	P16662
9606.ENSP00000317790	Q9NRC6
9606.ENSP00000381377	A0A0A6YYH1
9606.ENSP00000481091	O75478
9606.ENSP00000256460	Q14012
9606.ENSP00000266732	P42166
9606.ENSP00000332887	Q9UDW1
9606.ENSP00000346890	O43847
9606.ENSP00000383376	P57087
9606.ENSP00000311747	Q96PK6
9606.ENSP00000302648	Q99748
9606.ENSP00000333012	O75177
9606.ENSP00000258654	Q96JB2
9606.ENSP00000265748	Q9NQW6
9606.ENSP00000397297	P20783
9606.ENSP00000372023	O96017
9606.ENSP00000391601	P50542
9606.ENSP00000296785	Q9H9E1
9606.ENSP00000362268	Q6UXV4
9606.ENSP00000267859	Q12982
9606.ENSP00000368411	P51172
9606.ENSP00000347716	C8C3P2
9606.ENSP00000307235	Q9NZJ5
9606.ENSP00000300146	Q86TB9
9606.ENSP00000301019	Q9H211
9606.ENSP00000221114	O00399
9606.ENSP00000360821	Q9BSL1
9606.ENSP00000216373	Q07890
9606.ENSP00000443216	P61165
9606.ENSP00000358548	P01111
9606.ENSP00000368165	A6NFY7
9606.ENSP00000398655	Q08881
9606.ENSP00000357393	P52797
9606.ENSP00000469413	O96013
9606.ENSP00000303540	P35498
9606.ENSP00000376658	Q8IZU3
9606.ENSP00000306561	O15527
9606.ENSP00000318176	O75569
9606.ENSP00000466363	O60331
9606.ENSP00000342098	O43278
9606.ENSP00000443256	Q9HBW0
9606.ENSP00000370299	Q13796
9606.ENSP00000219596	O15553
9606.ENSP00000263932	P28908
9606.ENSP00000404676	P53609
9606.ENSP00000233668	Q99704
9606.ENSP00000252674	Q03111
9606.ENSP00000447241	Q8WU20
9606.ENSP00000216211	O75631
9606.ENSP00000355315	P62891
9606.ENSP00000279068	Q9BX40
9606.ENSP00000385142	Q9ULB1
9606.ENSP00000200181	P16144
9606.ENSP00000441158	P53675
9606.ENSP00000265094	Q9UKB1
9606.ENSP00000229758	Q9UKT4
9606.ENSP00000311399	O14972
9606.ENSP00000307272	Q8N122
9606.ENSP00000254227	Q15466
9606.ENSP00000262850	Q5VZM2
9606.ENSP00000302289	Q6PCB8
9606.ENSP00000308725	P28472
9606.ENSP00000484710	A6NHQ4
9606.ENSP00000265343	Q9UHB7
9606.ENSP00000356213	P01282
9606.ENSP00000234071	P04070
9606.ENSP00000331342	Q6WKZ4
9606.ENSP00000385523	Q07869
9606.ENSP00000383986	Q96GN5
9606.ENSP00000253925	Q13136
9606.ENSP00000371267	P27348
9606.ENSP00000264428	P48167
9606.ENSP00000318861	Q13435
9606.ENSP00000225430	P84098
9606.ENSP00000385675	P05231
9606.ENSP00000337641	Q16537
9606.ENSP00000291576	Q15269
9606.ENSP00000352522	Q9UI12
9606.ENSP00000385510	P81274
9606.ENSP00000451291	P07910
9606.ENSP00000393840	Q6QNY0
9606.ENSP00000344903	O60675
9606.ENSP00000287641	P61278
9606.ENSP00000331614	Q13422
9606.ENSP00000243326	Q5UIP0
9606.ENSP00000467176	P13805
9606.ENSP00000329102	Q5TKA1
9606.ENSP00000370936	O75461
9606.ENSP00000360782	Q10713
9606.ENSP00000424183	Q9UHA4
9606.ENSP00000436318	O14618
9606.ENSP00000314544	P86790
9606.ENSP00000254480	Q92922
9606.ENSP00000262139	Q5MNZ9
9606.ENSP00000265734	Q00534
9606.ENSP00000296953	Q8IUR6
9606.ENSP00000382628	Q99708
9606.ENSP00000301727	Q66K89
9606.ENSP00000343957	P48551
9606.ENSP00000240185	Q13148
9606.ENSP00000264065	Q8IXB1
9606.ENSP00000357055	Q15121
9606.ENSP00000370193	Q16594
9606.ENSP00000379201	Q9H867
9606.ENSP00000266079	O94906
9606.ENSP00000261776	Q08AM6
9606.ENSP00000380401	Q8IWF2
9606.ENSP00000364298	Q9UIM3
9606.ENSP00000377789	Q8N3V7
9606.ENSP00000304051	Q8WU17
9606.ENSP00000350447	Q562F6
9606.ENSP00000366915	Q13887
9606.ENSP00000377015	Q13492
9606.ENSP00000338562	Q13277
9606.ENSP00000294312	O95750
9606.ENSP00000341189	Q05397
9606.ENSP00000374455	Q13501
9606.ENSP00000338990	Q9BSB4
9606.ENSP00000422533	Q9HAR2
9606.ENSP00000269141	P19022
9606.ENSP00000348602	P49418
9606.ENSP00000369424	Q16576
9606.ENSP00000303522	P25103
9606.ENSP00000256545	Q9NPA0
9606.ENSP00000410216	Q8NA72
9606.ENSP00000480150	Q9Y4L1
9606.ENSP00000264335	P62258
9606.ENSP00000261799	P09619
9606.ENSP00000301691	Q9BQB4
9606.ENSP00000410339	O96008
9606.ENSP00000216727	Q86U42
9606.ENSP00000348752	Q96SN7
9606.ENSP00000253699	Q9H1K0
9606.ENSP00000354791	Q14203
9606.ENSP00000360290	P54646
9606.ENSP00000248437	P68366
9606.ENSP00000346148	Q13131
9606.ENSP00000223500	Q9NZZ3
9606.ENSP00000261597	O14777
9606.ENSP00000350676	Q9UPP1
9606.ENSP00000242591	Q8WYA0
9606.ENSP00000229708	Q9BZM6
9606.ENSP00000362110	Q12874
9606.ENSP00000264951	Q8IZH2
9606.ENSP00000356489	O95278
9606.ENSP00000399457	P39656
9606.ENSP00000414982	Q07866
9606.ENSP00000411418	Q15042
9606.ENSP00000360973	P50052
9606.ENSP00000373340	P55201
9606.ENSP00000358072	Q9H1Y0
9606.ENSP00000217381	Q13424
9606.ENSP00000367013	Q93038
9606.ENSP00000362151	Q8IVH2
9606.ENSP00000369757	P62753
9606.ENSP00000261402	O60285
9606.ENSP00000336741	O43143
9606.ENSP00000216479	O95433
9606.ENSP00000479169	Q93079
9606.ENSP00000417686	Q14493
9606.ENSP00000300086	Q9NYB0
9606.ENSP00000456340	Q7L5Y6
9606.ENSP00000341940	P56539
9606.ENSP00000265421	P06746
9606.ENSP00000314505	Q9NXL9
9606.ENSP00000354499	P00395
9606.ENSP00000312356	Q7L0Y3
9606.ENSP00000307183	Q9H160
9606.ENSP00000274764	Q96A08
9606.ENSP00000331111	Q9P1U0
9606.ENSP00000317128	Q9Y4D7
9606.ENSP00000466690	Q9H2F9
9606.ENSP00000466680	P52198
9606.ENSP00000249910	O95243
9606.ENSP00000356310	Q5VY80
9606.ENSP00000332454	P57078
9606.ENSP00000482674	P33778
9606.ENSP00000463762	Q8NA31
9606.ENSP00000341957	Q13625
9606.ENSP00000286827	Q13009
9606.ENSP00000311538	P36575
9606.ENSP00000235090	Q9BQA1
9606.ENSP00000401907	O00238
9606.ENSP00000275603	P40227
9606.ENSP00000292303	P51681
9606.ENSP00000387435	Q5T4W7
9606.ENSP00000357052	Q5TAQ9
9606.ENSP00000264734	Q9Y5I7
9606.ENSP00000274606	Q9NX24
9606.ENSP00000361993	O60220
9606.ENSP00000225577	P23443
9606.ENSP00000354932	Q15399
9606.ENSP00000271620	Q86TP1
9606.ENSP00000479617	Q96T88
9606.ENSP00000356972	O75306
9606.ENSP00000371811	Q8IYU8
9606.ENSP00000331210	Q96GW7
9606.ENSP00000478927	P46937
9606.ENSP00000286758	O43927
9606.ENSP00000334002	P54257
9606.ENSP00000282074	Q9HBM1
9606.ENSP00000341524	Q14141
9606.ENSP00000380256	P41002
9606.ENSP00000219833	P23975
9606.ENSP00000368022	Q96CV9
9606.ENSP00000478396	Q6NXR4
9606.ENSP00000220772	Q8N474
9606.ENSP00000307004	Q8IW19
9606.ENSP00000362994	Q13077
9606.ENSP00000332340	Q9NUL7
9606.ENSP00000301050	P54284
9606.ENSP00000382779	Q96EE3
9606.ENSP00000460348	Q6P2Q9
9606.ENSP00000346886	Q06546
9606.ENSP00000465075	Q8NBT2
9606.ENSP00000312244	Q8N5Y2
9606.ENSP00000462729	Q6GQQ9
9606.ENSP00000297012	Q96QV6
9606.ENSP00000386135	P53355
9606.ENSP00000301281	Q9BZV1
9606.ENSP00000297316	Q9H6I2
9606.ENSP00000263274	P18858
9606.ENSP00000353332	Q9NZ71
9606.ENSP00000328570	Q86SX6
9606.ENSP00000357297	Q9NTX7
9606.ENSP00000311505	Q15051
9606.ENSP00000343001	O95155
9606.ENSP00000330284	P48145
9606.ENSP00000246657	P32248
9606.ENSP00000319104	Q7KZ85
9606.ENSP00000393776	Q0JRZ9
9606.ENSP00000357928	O60508
9606.ENSP00000327246	P32241
9606.ENSP00000272369	O00470
9606.ENSP00000280571	Q969X0
9606.ENSP00000318884	Q9NZ56
9606.ENSP00000454852	O95149
9606.ENSP00000292169	P23297
9606.ENSP00000322249	Q9BRQ5
9606.ENSP00000393313	Q9UBC2
9606.ENSP00000358159	Q8N3C0
9606.ENSP00000236850	P02647
9606.ENSP00000430338	Q75QN2
9606.ENSP00000264230	Q8NC60
9606.ENSP00000337053	Q9UBV2
9606.ENSP00000304669	P35221
9606.ENSP00000300574	P46108
9606.ENSP00000406209	Q9Y6I3
9606.ENSP00000378368	Q14254
9606.ENSP00000437402	P09104
9606.ENSP00000378972	P50225
9606.ENSP00000299575	O43313
9606.ENSP00000350032	Q9P2Q2
9606.ENSP00000361664	Q5T1R4
9606.ENSP00000367263	Q09666
9606.ENSP00000475615	Q9P013
9606.ENSP00000305877	Q9HB89
9606.ENSP00000391748	Q9UKJ0
9606.ENSP00000340896	Q9UBL3
9606.ENSP00000194214	Q9Y547
9606.ENSP00000272847	P49190
9606.ENSP00000416387	Q8WUP2
9606.ENSP00000368646	Q13162
9606.ENSP00000347591	P56159
9606.ENSP00000404503	Q96PG8
9606.ENSP00000288221	O15083
9606.ENSP00000269601	P83876
9606.ENSP00000297591	Q69YN4
9606.ENSP00000433642	O75015
9606.ENSP00000384273	Q04206
9606.ENSP00000348455	Q9P2Y5
9606.ENSP00000392500	Q8N2Q7
9606.ENSP00000160382	O94805
9606.ENSP00000296328	O94888
9606.ENSP00000362146	Q53HL2
9606.ENSP00000343023	P23497
9606.ENSP00000340943	Q13324
9606.ENSP00000256474	P40337
9606.ENSP00000376024	Q9Y5X1
9606.ENSP00000380450	Q8NFA2
9606.ENSP00000401853	Q12891
9606.ENSP00000309474	Q99460
9606.ENSP00000244520	P09234
9606.ENSP00000341680	Q96EV8
9606.ENSP00000368801	O75554
9606.ENSP00000387007	Q86XI2
9606.ENSP00000311837	Q9NY99
9606.ENSP00000302640	P17480
9606.ENSP00000379057	Q96C03
9606.ENSP00000377954	Q9P2J5
9606.ENSP00000264036	P43121
9606.ENSP00000251102	Q14028
9606.ENSP00000228476	P14920
9606.ENSP00000222693	P51636
9606.ENSP00000370200	Q92966
9606.ENSP00000311368	Q9HCU8
9606.ENSP00000419765	Q9H8M2
9606.ENSP00000305651	P02778
9606.ENSP00000316924	Q9NUB1
9606.ENSP00000233331	Q9C086
9606.ENSP00000378338	Q9Y2X7
9606.ENSP00000006275	O75865
9606.ENSP00000369871	Q7Z4H7
9606.ENSP00000247986	Q9P2E2
9606.ENSP00000261937	P35916
9606.ENSP00000375809	P18074
9606.ENSP00000285311	Q9UBU2
9606.ENSP00000322439	P49411
9606.ENSP00000380054	Q96JC9
9606.ENSP00000352272	Q9NP98
9606.ENSP00000323901	Q14332
9606.ENSP00000325369	Q92572
9606.ENSP00000451300	P49757
9606.ENSP00000367623	Q0VDF9
9606.ENSP00000356331	O00482
9606.ENSP00000343952	P51684
9606.ENSP00000458162	P63261
9606.ENSP00000358042	Q9H0R6
9606.ENSP00000295266	P29803
9606.ENSP00000322845	Q14202
9606.ENSP00000279488	Q16828
9606.ENSP00000331201	O14964
9606.ENSP00000335044	Q68CP9
9606.ENSP00000359073	Q9UKW4
9606.ENSP00000379003	H3BS92
9606.ENSP00000366934	Q5SY16
9606.ENSP00000350198	P30874
9606.ENSP00000345708	Q14654
9606.ENSP00000327890	P26951
9606.ENSP00000344866	Q9UKA1
9606.ENSP00000312379	Q8IZD2
9606.ENSP00000248553	P04792
9606.ENSP00000297837	Q68DC2
9606.ENSP00000333769	P35613
9606.ENSP00000328287	Q5XPI4
9606.ENSP00000301873	Q9NS15
9606.ENSP00000447537	P78537
9606.ENSP00000356308	Q9BZM4
9606.ENSP00000238892	Q9P021
9606.ENSP00000228918	P36941
9606.ENSP00000354090	Q08ET2
9606.ENSP00000373772	Q5VTR2
9606.ENSP00000285393	Q8N8Y2
9606.ENSP00000250113	P51116
9606.ENSP00000300134	P42226
9606.ENSP00000351530	P98168
9606.ENSP00000322898	Q9UH73
9606.ENSP00000216181	P35579
9606.ENSP00000267415	Q9BSI4
9606.ENSP00000354497	Q9Y2M0
9606.ENSP00000465295	Q9NPI9
9606.ENSP00000392353	D6RB92
9606.ENSP00000360365	Q9ULC4
9606.ENSP00000264218	P48645
9606.ENSP00000370737	P23378
9606.ENSP00000315768	P52630
9606.ENSP00000339835	Q6NXT2
9606.ENSP00000361626	P67809
9606.ENSP00000341044	O00763
9606.ENSP00000378974	P45983
9606.ENSP00000218316	Q13585
9606.ENSP00000384629	Q9NQR1
9606.ENSP00000345502	Q08499
9606.ENSP00000346196	P56181
9606.ENSP00000231449	P05112
9606.ENSP00000421725	P02774
9606.ENSP00000271452	Q9BZD4
9606.ENSP00000230640	P42285
9606.ENSP00000258742	O15504
9606.ENSP00000436926	Q6P4R8
9606.ENSP00000260818	O75165
9606.ENSP00000333920	Q15361
9606.ENSP00000357150	P29016
9606.ENSP00000259008	Q9BX63
9606.ENSP00000162749	P19438
9606.ENSP00000355961	Q9NVH2
9606.ENSP00000365687	Q7RTS3
9606.ENSP00000378611	Q8N264
9606.ENSP00000330572	Q13387
9606.ENSP00000284551	Q96F44
9606.ENSP00000363976	P28067
9606.ENSP00000265686	Q13488
9606.ENSP00000421180	Q96JK9
9606.ENSP00000361298	Q99661
9606.ENSP00000358554	O75934
9606.ENSP00000310356	Q96E14
9606.ENSP00000370208	Q9UJ41
9606.ENSP00000341082	Q9BYC9
9606.ENSP00000350896	P54760
9606.ENSP00000319417	Q8IX90
9606.ENSP00000338258	Q9H3Q1
9606.ENSP00000243578	Q9BPU9
9606.ENSP00000222567	Q3B726
9606.ENSP00000199708	P09105
9606.ENSP00000358886	Q5T6C5
9606.ENSP00000262629	O43914
9606.ENSP00000363836	Q8ND76
9606.ENSP00000316609	Q1ZZU3
9606.ENSP00000414886	A0A0A0MS16
9606.ENSP00000350162	Q9BX26
9606.ENSP00000284669	O60662
9606.ENSP00000336750	O94864
9606.ENSP00000356056	P63172
9606.ENSP00000255631	Q9NZL4
9606.ENSP00000419475	Q86X83
9606.ENSP00000372005	Q96DA6
9606.ENSP00000272322	Q9P1Q0
9606.ENSP00000348107	Q13901
9606.ENSP00000389377	O95644
9606.ENSP00000252015	Q8TEL6
9606.ENSP00000308541	P00734
9606.ENSP00000380762	Q86WV5
9606.ENSP00000300055	O60240
9606.ENSP00000193322	Q86WC4
9606.ENSP00000301740	Q9UQ35
9606.ENSP00000344087	Q8WXX7
9606.ENSP00000391592	P29350
9606.ENSP00000350815	P08235
9606.ENSP00000391311	Q99719
9606.ENSP00000295683	P25024
9606.ENSP00000328777	P52803
9606.ENSP00000385269	Q15717
9606.ENSP00000389026	P54108
9606.ENSP00000354859	P14416
9606.ENSP00000334003	Q9ULD6
9606.ENSP00000330074	P16401
9606.ENSP00000262039	Q8NEB9
9606.ENSP00000332766	Q8NG41
9606.ENSP00000358810	Q5VSL9
9606.ENSP00000358865	Q16352
9606.ENSP00000356156	Q5SWA1
9606.ENSP00000382717	Q8NEZ3
9606.ENSP00000351789	Q96FA3
9606.ENSP00000318585	P56817
9606.ENSP00000479969	Q6UXH0
9606.ENSP00000314441	Q9UBP6
9606.ENSP00000257408	Q86Z14
9606.ENSP00000245539	Q9Y2R9
9606.ENSP00000289382	Q9UKZ1
9606.ENSP00000477613	Q13490
9606.ENSP00000357218	Q8NCW5
9606.ENSP00000370023	P40939
9606.ENSP00000438273	Q6ZW61
9606.ENSP00000369716	Q12873
9606.ENSP00000261692	O14519
9606.ENSP00000354652	P25929
9606.ENSP00000297151	O95391
9606.ENSP00000389103	P62750
9606.ENSP00000229304	P41238
9606.ENSP00000364114	Q30154
9606.ENSP00000322061	P10643
9606.ENSP00000420608	Q8N766
9606.ENSP00000289081	Q00597
9606.ENSP00000420037	P57054
9606.ENSP00000397911	Q9H930
9606.ENSP00000263026	O00418
9606.ENSP00000425107	O94817
9606.ENSP00000352516	P26358
9606.ENSP00000276925	P42772
9606.ENSP00000266070	Q9BTC0
9606.ENSP00000329915	O95456
9606.ENSP00000257264	P20061
9606.ENSP00000295522	O95832
9606.ENSP00000354665	P03923
9606.ENSP00000376899	Q9P2B2
9606.ENSP00000351015	P21359
9606.ENSP00000357283	P02545
9606.ENSP00000356448	P12270
9606.ENSP00000217086	Q9UJQ4
9606.ENSP00000352536	Q8WUA4
9606.ENSP00000420298	P41217
9606.ENSP00000255476	O00287
9606.ENSP00000316543	Q70E73
9606.ENSP00000387170	Q6Y7W6
9606.ENSP00000289371	O60841
9606.ENSP00000356641	Q8NHY2
9606.ENSP00000345192	Q96PB7
9606.ENSP00000254325	P22670
9606.ENSP00000240423	Q15003
9606.ENSP00000284320	O94826
9606.ENSP00000367316	P53708
9606.ENSP00000302327	Q9Y3Y4
9606.ENSP00000265381	Q02410
9606.ENSP00000479322	P30622
9606.ENSP00000317971	Q8N5D0
9606.ENSP00000283195	P49792
9606.ENSP00000322532	Q8N2H9
9606.ENSP00000329380	P07359
9606.ENSP00000296792	Q8TED0
9606.ENSP00000256458	O43187
9606.ENSP00000263125	Q04759
9606.ENSP00000396688	P0C0L4
9606.ENSP00000365243	Q96KJ9
9606.ENSP00000399518	Q01826
9606.ENSP00000350170	P51114
9606.ENSP00000261349	O75581
9606.ENSP00000451828	P31749
9606.ENSP00000367942	O60383
9606.ENSP00000264649	Q93050
9606.ENSP00000360515	O75486
9606.ENSP00000052754	P07585
9606.ENSP00000354728	P03901
9606.ENSP00000269848	P17858
9606.ENSP00000444136	Q9H9Y6
9606.ENSP00000358582	Q9Y6B7
9606.ENSP00000346483	Q96HY6
9606.ENSP00000386710	Q7Z3C6
9606.ENSP00000220669	Q8TCF1
9606.ENSP00000263256	Q6ICB0
9606.ENSP00000252102	O43678
9606.ENSP00000362690	Q13285
9606.ENSP00000327824	Q8IU57
9606.ENSP00000257789	Q9UBD5
9606.ENSP00000226091	Q15768
9606.ENSP00000247003	Q9Y6V7
9606.ENSP00000262225	Q15363
9606.ENSP00000243344	Q7Z4L5
9606.ENSP00000357051	P40855
9606.ENSP00000328004	G3V219
9606.ENSP00000340279	Q9Y2D8
9606.ENSP00000366249	O15205
9606.ENSP00000216133	O95931
9606.ENSP00000470252	O00267
9606.ENSP00000400717	Q14344
9606.ENSP00000268933	Q9H201
9606.ENSP00000315379	O43395
9606.ENSP00000217260	Q2I0M5
9606.ENSP00000332296	P10826
9606.ENSP00000261037	P27658
9606.ENSP00000363746	O15213
9606.ENSP00000264025	Q15223
9606.ENSP00000325136	P55084
9606.ENSP00000215794	Q9UMW8
9606.ENSP00000310521	Q96IW7
9606.ENSP00000253055	Q02779
9606.ENSP00000368314	Q92823
9606.ENSP00000404833	O15533
9606.ENSP00000304102	Q7L5N1
9606.ENSP00000299427	O14773
9606.ENSP00000219235	O00626
9606.ENSP00000248150	Q9P2W3
9606.ENSP00000337439	Q9NYF0
9606.ENSP00000361180	Q9Y5Q8
9606.ENSP00000419782	Q00535
9606.ENSP00000291232	Q96RJ3
9606.ENSP00000336842	Q9H981
9606.ENSP00000357000	P22415
9606.ENSP00000245816	Q16740
9606.ENSP00000325663	Q9BYH8
9606.ENSP00000405068	P78316
9606.ENSP00000356811	Q9Y450
9606.ENSP00000252711	O95299
9606.ENSP00000357727	P06702
9606.ENSP00000216252	Q7RTV0
9606.ENSP00000471896	Q14653
9606.ENSP00000420357	Q9H446
9606.ENSP00000352264	Q9Y5K6
